id,university_id,name,official_url,summary,city,last_fetched_at
31,4,"Master in Finance | FEP",https://programmes.fep.up.pt/masters/finance/,"Here is a clear summary of the Master's program:

**Program:** Master in Finance at FEP (Porto, Portugal)

**Field:** Finance

**Language:** English

**Duration:** 2 years

**Start:** September

**Schedule:** Mainly daytime programme

**Format:** On-campus (Porto)

**Total credits:** 120 ECTS

**Admission requirements:**

* Bachelor's degree in Management, Economics, or a related field
* Fluency in English
* Professional experience is not required, but students should be available for a full-time program

**Application deadlines/status:**

* Applications - 1st Call: From July 1st to November 2nd
* Provisional results: March 23rd
* Final results: April 14th
* Enrollment: From April 16th to May 20th (or until July 24th for students completing their Bachelor's degree)

**Tuition fees:** Varying amounts depending on the student's nationality and program:

* National students, European Union, and European Economic Area students: €1,500 per year
* CPLP International students: €2,750 per year
* International students: €5,000 per year

**Scholarships/funding:** Not specified

**Program structure:**

* 1st Year:
	+ Theoretical Foundations of Finance (6 ECTS)
	+ Markets and Financial Investments (6 ECTS)
	+ Seminars I (3 ECTS)
	+ Econometric Methods (6 ECTS)
	+ Corporate Finance (3 ECTS)
	+ Project I (3 ECTS)
	+ Business Valuation (3 ECTS)
* 2nd Year:
	+ Research Methodology (3 ECTS)
	+ Risk Management (3 ECTS)
	+ Modelling and Data Analysis II (6 ECTS)
	+ International Finance (3 ECTS)
	+ Seminars III (3 ECTS)
	+ Project III (3 ECTS)
* Electives (9 ECTS) in both years
* Dissertation/Work Project/Internship (30 ECTS) in the 2nd year

**Exchange/study-abroad options:**

* Double degrees with Kozminski University (Poland) or Prague University of Economics and Business (Czech Republic)
* QTEM program for international experience, academic excellence, and practical relevance

**Notable features:**

* Ranked #1 in Portugal for return on academic investment and career progression
* Recognized by the CFA Institute
* Flexible structure to tailor study pathway to career objectives
* Emphasis on both Corporate Finance and Financial Markets",Porto,"2026-05-10 13:43:44"
32,4,"Master in Management | FEP",https://programmes.fep.up.pt/masters/management/,"Here is a summary of the Master's program:

**Field:** Management

**Language:** English (fully taught in English)

**Location:** On-campus, daytime programme, Porto, Portugal

**Duration:** 2 years (4 semesters)

**Admission Requirements:**

* Final-year students or recent graduates in Management, Economics, or related fields
* Fluency in English
* Professional experience not required, but applicants must be available for a demanding full-time, daytime programme

**Application Deadlines/Status:**

* Applications open from 07/01/2026 to 11/02/2026 (1st Call)
* Provisional results announced on 23/03/2026
* Final results announced on 14/04/2026
* Enrollment period: From 16/04/2026 to 20/05/2026*

**Tuition Fees:**

* National students, European Union and European Economic Area students: €1,500/year (€3,000 total)
* CPLP International Students: €2,750/year (€5,500 total)
* Non-EU International Students: €5,000/year (€10,000 total)

**Scholarships/Funding:** Not mentioned specifically

**Programme Structure:**

* 1st year:
	+ Semesters 1 and 2: Core modules (e.g., Business Valuation, Financial Management, Strategic Management)
	+ Electives (15 ECTS)
* 2nd year:
	+ Semester 3: Business Challenge, Business Ethics, Seminars
	+ Semester 4: Dissertation/Work Project/Internship (30 ECTS)

**Exchange/Study-Abroad Options:** The programme offers double degrees with Kedge Business School (Marseille/Bordeaux) and SGH Warsaw School of Economics (Warsaw), as well as QTEM (a global programme that combines business and economics skills).

**Notable Features:**

* Ranked #1 in Portugal for return on academic investment and career progression
* Ranked #62 worldwide by Financial Times (FT) in the 'Masters in Management 2025' ranking
* Offers international opportunities, including double degrees and QTEM programme

Please note that this summary is based on the provided information and might not capture every detail.",Porto,"2026-05-10 13:44:49"
33,5,"Economics and Accounting Teaching | ULisboa",https://www.ulisboa.pt/en/course/msc-master-degree/economics-and-accounting-teaching,"Here is a summary of the Master's program in Economics and Accounting Teaching at ULisboa:

**Program Overview**: The Master's program in Economics and Accounting Teaching aims to provide general training and professional qualification for teaching Secondary Education in economics and accounting, through the development of specific scientific and didactic skills and supervised pedagogical practice.

**Field**: Economics and Accounting

**Language**: Portuguese (with some courses possibly taught in English)

**Location**: Lisbon, Portugal

**Duration**: 4 semesters (2 years)

**Admission Requirements**:

1. Holders of a degree in economics or accounting or related fields.
2. Foreign academic degrees conferred following a 1st cycle of studies organized according to the principles of the Bologna Process by a member state in the scientific area(s) of the course.
3. Foreign academic degrees recognized as meeting the objectives of a degree by the Scientific Committee of the master's degrees in education.

**Application Deadlines/Status**: No specific deadlines are mentioned, but applicants are advised to apply early.

**Tuition Fees**: For EU students: €697 (1st year), €697 (remaining years); for non-EU students: €3,500 (1st year), €3,500 (remaining years).

**Scholarships/Funding**: The program offers doctoral scholarships and PhD fellowships. Additionally, there are financing opportunities available.

**Program Structure**: The program is divided into 4 semesters, with a total of 120 ECTS credits.

**Exchange/Study-Abroad Options**: No specific information on exchange or study-abroad programs is provided.

**Notable Features**:

* Accreditation from A3ES.
* Opportunities for research and innovation.
* Links with industry partners and international organizations.
* Focus on interdisciplinarity and practical application.",Lisboa,"2026-05-10 13:46:36"
34,5,"Law and Management | ULisboa",https://www.ulisboa.pt/en/course/msc-master-degree/law-and-management,"Here is a summarized description of the Master's program in Law and Management at ULisboa:

**Program Overview**

The Master's program in Law and Management is an innovative, intensive, and demanding program that challenges students to solve cases from an integrated perspective of law and management. The program aims to give law graduates the tools necessary to understand their clients' needs, risks, and challenges from both a legal and management perspective.

**Key Features**

* Field: Law and Management
* Language: English
* Location: Lisbon, Portugal
* Duration: 3 semesters (90 ECTS)
* Admission Requirements:
	+ Bachelor's degree in Law or Economics/Management
	+ Good academic record
	+ English language proficiency (CEFR B2 level)
* Application Deadlines/Status:
	+ EU students: January 15th to May 31st
	+ Non-EU students: November 15th to March 15th
	+ Application status: Online application system
* Tuition Fees (EU vs non-EU):
	+ EU students: €4,000 (1st year), €2,800 (remaining years)
	+ Non-EU students: Same as EU students
* Scholarships/Funding:
	+ MSc scholarships for PhD candidates
	+ PhD fellowships Unite! ULisboa
	+ Bolsas de Doutoramento PRISC ULisboa
	+ Other international scholarship opportunities

**Program Structure**

The program consists of 3 semesters, with a total of 90 ECTS. The curriculum includes courses on law and management, as well as specializations in areas such as corporate law, intellectual property law, and entrepreneurship.

**Exchange/Study-abroad Options**

* Erasmus+ program for students
* International credit mobility for staff and students
* Partnerships with international universities

**Notable Features**

* Accreditation by A3ES (Agency for Assessment and Accreditation of Education)
* Registration number: R/A-Cr 171/2020
* Strong connections to professional practice, based on established partnerships with first-tier law firms and companies.",Lisboa,"2026-05-10 13:48:09"
35,6,"Master’s Degree in Economics - Faculty of Economics - Courses - University of Coimbra",https://apps.uc.pt/courses/EN/course/10641,"Here is a summary of the Master's program in Economics at the University of Coimbra:

**Field:** Economics

**Language:** Portuguese and English (teaching and evaluation)

**Location:** University of Coimbra, Portugal

**Duration:** 3 semesters (approximately 12 months)

**Admission Requirements:**

* Academic curriculum
* Professional curriculum
* Motivation
* Preference given to students with a background in economics and related areas from reputable universities

**Application Deadlines/Status:**

* Call for Applications: available on the University's website
* Application submission: online through the University's website
* Calendar:
	+ 1st Semester: September 7, 2026 - December 18, 2026
	+ 2nd Semester: February 10, 2027 - May 20, 2027

**Tuition/Fees:** Not specified (EU and non-EU students)

**Scholarships/Funding:** None mentioned

**Program Structure:**

* Face-to-face/daytime mode of study
* 90 ECTS credits
* Optional courses available
* Students can choose to specialize in either the Economics Track or Finance Track

**Exchange/Study-abroad Options:** Not specified

**Notable Features:**

* Emphasis on developing autonomous analytical skills and problem-solving abilities
* Opportunity to work on an original project under faculty guidance or conduct an internship
* Qualification recognized by the Portuguese government (Decree-Law No. 74/2006)
* Accredited by the Agência de Avaliação e Acreditação do Ensino Superior (A3ES) and the Direcção Geral de Ensino Superior (DGES)

Overall, this Master's program in Economics at the University of Coimbra aims to provide students with advanced training in economic analysis, enabling them to work in various fields, including auditing and consulting, banking and insurance, planning and regulatory agencies, teaching and research, and more.",Coimbra,"2026-05-10 14:15:52"
36,6,"Master's degree in Management - Faculty of Economics - Courses - University of Coimbra",https://apps.uc.pt/courses/EN/course/10661,"Here is a summary of the Master's program in Management at the University of Coimbra:

**Field:** Management

**Language:** Portuguese and English

**Location:** University of Coimbra, Portugal

**Duration:** 2 years (120 ECTS credits)

**Admission Requirements:**

* Applications are validated by UC services
* Candidates are evaluated based on their academic curriculum, professional curriculum, and other personal skills
* The application grade (AG) is the only criterion for selecting the first ""n"" applications (numerus clausus)
* Specific aspects to be valued in each partial assessment will be disclosed in the annual call for applications

**Application Deadlines/Status:**

* Call for Applications: 2nd Cycle Course
* Application submission: Web page with information for candidates
* Calendar:
	+ 1st Semester: September 7, 2026 - December 18, 2026
	+ 2nd Semester: February 10, 2027 - May 20, 2027

**Tuition/Fees (EU vs non-EU):**

* Not specified

**Scholarships/Funding:**

* Not specified

**Program Structure:**

* Full- or part-time attendance
* Presence required in daytime schedule
* Teaching and evaluation language(s) are Portuguese and English
* The program aims to train highly qualified professionals with strategic knowledge and tools for developing their careers in a competitive context
* It focuses on core areas of management, including strategy, people management, operations management, marketing, ethics, and social responsibility

**Exchange/Study-Abroad Options:**

* Not specified

**Notable Features:**

* The program allows students to acquire current, innovative, and essential knowledge and techniques in the core areas of management
* It enables students to develop leadership, communication, and other strategic skills
* Graduates have increased competences for applying to a PhD programme
* Recognition of prior learning is carried out in accordance with the Academic Regulation of the University of Coimbra",Coimbra,"2026-05-10 14:16:22"
37,6,"Master Degree in City Management and Transport Engineering - Department of the Civil Engineering  - Courses - University of Coimbra",https://apps.uc.pt/courses/EN/course/12401,"Here is a clear summary of the Master's program in City Management and Transport Engineering:

**Field:** City management, transport engineering, and sustainability

**Language:** Portuguese and English (teaching and evaluation)

**Location:** University of Coimbra, Portugal

**Duration:** 2 years (120 ECTS credits)

**Admission Requirements:**

* Bachelor's degree or equivalent in civil engineering, environmental engineering, geography, or related fields
* Foreign higher academic degree recognized by the Scientific Council of FCTUC
* Relevant scientific and professional curriculum recognized by the FCTUC Scientific Council

**Professional Goals:** To train professionals for roles in public administration, consultancy firms, and companies in transport infrastructure management, transport, and logistics sectors.

**Program Structure:**

* Face-to-face teaching
* Assessment elements include written or oral exams, quizzes, problem-solving, practical work, and individual or group projects
* Dissertation required for the curricular unit ""City Management and Transport Engineering""

**Exchange/Study-Abroad Options:** Not specified

**Notable Features:**

* Emphasis on territorial planning, transport engineering, and sustainable cities
* Focus on integrating multiple aspects of city management, including territory, transport, environment, digital technologies, and management processes
* Recognition of prior learning in accordance with University regulations

**Scholarships/Funding:** Not specified

**Tuition/Fees (EU vs non-EU):**

* Tuition fees not specified for EU students
* Tuition fees not specified for non-EU students

**Application Deadlines/Status:**

* Call for applications and application submission process available on the University's website",Coimbra,"2026-05-10 14:16:50"
38,6,"Master in Artificial Intelligence and Data Science - Department of Informatics Engineering - Courses - University of Coimbra",https://apps.uc.pt/courses/EN/course/12661,"Here is a summary of the Master's program in Artificial Intelligence and Data Science at the University of Coimbra:

**Field:** Artificial Intelligence and Data Science

**Language:** Portuguese and English (Teaching/Evaluation)

**Location:** University of Coimbra, Portugal

**Duration:** 2 years (120 ECTS credits)

**Admission Requirements:**

1. Bachelor's degree or equivalent in relevant fields (Data Science and Engineering, Computer Engineering, etc.)
2. Foreign academic degree recognized by the Research Department of Computer Science
3. Justified cases with an academic, scientific, or professional curriculum

**Application Deadlines/Status:** Call for Applications for 2nd Cycle Course (check website for deadlines)

**Tuition/Fees:**

* EU students: N/A
* Non-EU students: N/A

**Scholarships/Funding:** Not specified

**Program Structure:** Face-to-face teaching, with specific evaluation rules for each curricular unit

**Exchange/Study-Abroad Options:** None mentioned

**Notable Features:**

* Develops advanced disciplinary skills in AI and Data Science
* Offers a strong interdisciplinary nature through a vast set of curricular units
* Prepares students to pursue advanced studies or practice the profession
* Openness to learn new developments and ideas in the area
* Recognition of Prior Learning (RPL) available for candidates with relevant formation and experience",Coimbra,"2026-05-10 14:17:14"
39,6,"Master in Arts Management and Cultural Policies in Transition - Faculty of Arts and Humanities - Courses - University of Coimbra",https://apps.uc.pt/courses/EN/course/13381,"Here is a clear and concise summary of the Master's program in Arts Management and Cultural Policies in Transition at the University of Coimbra:

**Field:** Public and Environmental Humanities, with a focus on arts management and cultural policies in transition.

**Language:** Portuguese and English (C1 level required for admission).

**Location:** Faculty of Arts and Humanities, University of Coimbra, Portugal.

**Duration:** 2 years (120 ECTS credits).

**Admission Requirements:**

* Bachelor's degree in the arts, humanities, or social sciences
* Foreign higher academic degree recognized by the Bologna Process
* Academic, scientific, or professional curriculum demonstrating ability to complete the program
* English proficiency at C1 level

**Application Deadlines/Status:** Applications are accepted for the 2026-2027 academic year.

**Tuition/Fees:**

* EU students: Not specified
* Non-EU students: Not specified

**Scholarships/Funding:** None mentioned on the website, but candidates should check with the university or external organizations for available scholarships and funding opportunities.

**Program Structure:**

* Face-to-face daytime classes
* Assessment includes written assignments, oral presentations, group projects, and attendance/participation
* Classification is based on a weighted average of assessment elements

**Exchange/Study-Abroad Options:** None mentioned on the website, but candidates should check with the university for potential exchange or study-abroad opportunities.

**Notable Features:**

* Emphasis on sustainability, ecological emergency, and eco-criticism in cultural policies
* Focus on developing reflective skills, management, production, and programming in the cultural sector
* Opportunities for micro research or applied intervention projects
* Access to further studies at PhD level (3rd cycle of studies)",Coimbra,"2026-05-10 14:17:41"
40,6,"Master in Industrial and Management Engineering - Department of Mechanical Engineering - Courses - University of Coimbra",https://apps.uc.pt/courses/EN/course/343,"Here is a clear summary of the Master's program:

**Field:** Industrial and Management Engineering

**Language:** Portuguese (teaching/evaluation)

**Location:** University of Coimbra, Portugal

**Duration:** 4 semesters (full-time attendance)

**Admission Requirements:**

* Bachelor's degree in EGI (guaranteed access)
* Other bachelor's degrees in engineering or management can also apply
* Check admission requirements on the university website

**Application Deadlines/Status:**

* Call for Applications: 2nd Cycle Course
* Readmission: Application submission (web page with information for candidates)

**Tuition/Fees:**

* EU students: not specified
* Non-EU students: not specified

**Scholarships/Funding:**

* Not mentioned on the official website

**Program Structure:**

* Full-time attendance
* Teaching and evaluation in Portuguese
* Assessment items include oral or written exams, written or practical work, individual and group projects with oral defense, and class participation

**Exchange/Study-Abroad Options:**

* None mentioned on the official website

**Notable Features:**

* Recognized by Agência de Avaliação e Acreditação do Ensino Superior (ACEF) and Direcção Geral de Ensino Superior (R/A-Ef 1566/2011/AL02)
* Students can access a PhD degree in engineering or management after completing the MSc program
* Strong emphasis on applying current principles of Industrial Engineering to solve complex real-world problems",Coimbra,"2026-05-10 14:18:06"
41,6,"Master's degree in Quantitative Methods in Finance - Faculty of Economics - Courses - University of Coimbra",https://apps.uc.pt/courses/EN/course/465,"Here is a summarized description of the Master's program in Quantitative Methods in Finance at the University of Coimbra:

**Field:** Quantitative Methods in Finance, with a focus on mathematics and statistics applied to finance.

**Language:** Portuguese (teaching and evaluation).

**Location:** Faculty of Economics, University of Coimbra, Portugal.

**Duration:** 3 semesters (90 ECTS credits).

**Admission Requirements:**

* Professionals employed in the financial industry with an initial background in Economics, Management, or Engineering.
* Recently graduated (BS degree) in Mathematics and Physics, or Economics and Management.

**Application Deadlines/Status:**
The program is open for applications. The application process typically involves submitting a candidate's profile and supporting documents through the university's website.

**Tuition/Fees:** Not specified (may vary depending on EU vs non-EU student status).

**Scholarships/Funding:** Not mentioned.

**Program Structure:**

* Face-to-face, daytime mode of study.
* The program is designed to teach a large spectrum of knowledge in mathematics essential for tasks like pricing financial derivatives, managing risk, and analyzing financial series.
* Students will develop skills to solve problems in new and unfamiliar situations, address complex issues, communicate their conclusions, and demonstrate willingness to continue learning throughout their professional lives.

**Exchange/Study-Abroad Options:** Not mentioned.

**Notable Features:**

* The program aims to fill the demand for professionals with a background in mathematics and statistics applied to finance.
* Students will have the opportunity to develop independent research activity through a project, which should translate into the consolidation of professional skills in the area of Quantitative Finance.
* The program is recognized by the Agência de Avaliação e Acreditação do Ensino Superior (ACEF) and the Direcção Geral de Ensino Superior (R/A-Ef 1580/2011/AL01).",Coimbra,"2026-05-10 14:18:35"
42,6,"Master in Management and Health Economics - Faculty of Economics - Courses - University of Coimbra",https://apps.uc.pt/courses/EN/course/852,"Here is a summary of the Master in Management and Health Economics program at the University of Coimbra:

**Field:** Management and Health Economics

**Language:** Portuguese (with potential for international students to engage with courses or exchange programs)

**Location:** University of Coimbra, Portugal

**Duration:** 2 years (60 ECTS credits), with a dissertation component (50 ECTS credits)

**Admission Requirements:**

* Holders of Bachelor's degrees taught in FEUC or equivalent
* Holders of foreign higher education degree awarded after the first study cycle organized according to the Bologna Process by an acceding State
* Holders of recognized foreign higher academic degree
* Exceptional cases with a scientific and professional curriculum relevant for attending the current study cycle

**Application Deadlines/Status:**

* Call for Applications: 2nd Cycle Course (check University's website for specific deadlines)
* Current students and readmission applications also available

**Tuition/Fees:** EU students: TBA; Non-EU students: TBA

**Scholarships/Funding:** Not mentioned on the official website, but potential sources may include the University of Coimbra or external organizations

**Program Structure:**

* Face-to-face teaching
* 120 ECTS credits (60 ECTS from taught subjects, 10 ECTS from follow-up seminar, and 50 ECTS from dissertation)
* Students can complete the 1st year and receive a ""Specialization Course Diploma"" in Health Management and Economics

**Exchange/Study-Abroad Options:** Not explicitly mentioned on the official website, but potential opportunities may exist through international exchange programs or partnerships with other universities

**Notable Features:**

* Recognition of prior learning (according to University's Academic Regulation)
* Qualification requirements established by Decree-Law nr 74/2006
* Potential for graduates to pursue studies at the PhD level

I hope this summary helps!",Coimbra,"2026-05-10 14:19:05"
43,6,"Masters degree in Accounting and Finance - Faculty of Economics - Courses - University of Coimbra",https://apps.uc.pt/courses/EN/course/862,"Here is a summarized description of the Master's program in Accounting and Finance at the University of Coimbra:

**Field:** Accounting and Finance

**Language:** Portuguese (though it's likely that some courses may be taught in English or other languages with international students)

**Location:** University of Coimbra, Portugal

**Duration:** 2 years, with a total of 120 ECTS credits

**Admission Requirements:**

* Holders of a Bachelor degree or legal equivalent
* Holders of a foreign higher education degree recognized by the Scientific Council
* In justified cases, applicants with a scientific and professional curriculum relevant for attending the current study cycle may access the Master's study cycles upon recognition by the Scientific Council

**Application Deadlines/Status:**

* Applications are accepted for the 2nd Cycle Course
* Readmission applications also accepted

**Tuition/Fees:** Not specified (likely to vary depending on EU or non-EU student status)

**Scholarships/Funding:** No specific information provided, but students may be eligible for scholarships or funding opportunities through the University of Coimbra or external organizations

**Program Structure:**

* Full-time, part-time, and face-to-face teaching modes available
* Assessment includes oral or written exams, written or practical work, individual and group projects, and class participation
* Grading is based on a scale of 0 to 20, with a minimum grade of 10 required to pass

**Exchange/Study-Abroad Options:** Not specifically mentioned, but the University of Coimbra may have international exchange programs or study-abroad opportunities available for students

**Notable Features:**

* The program aims to develop high professional competences and qualifications in accounting, taxation, and finance
* Students gain a global understanding of the importance of accounting, taxation, and finance in organizations and contemporary debates
* The program includes legal aspects, statistical methods, research methodologies, and auditing knowledge

I hope this summary helps! Let me know if you have any further questions.",Coimbra,"2026-05-10 14:19:41"
